,title,place,communityName,unit_price,total_price,room,area
156,新世界鹿茵翠地 3室1厅 560万,罗湖区,新世界鹿茵翠地,53569.0,560.0,3室1厅,104.54平米
157,兰亭国际名园 3室1厅 1040万,罗湖区,兰亭国际名园,64976.0,1040.0,3室1厅,160.06平米
158,祥和花园 3室2厅 480万,罗湖区,祥和花园,49572.0,480.0,3室2厅,96.83平米
159,华景园上下三层联排小别墅，私家花园和车库可随意扩展,罗湖区,华景园,128603.0,2450.0,5室2厅,190.51平米
160,一套房承载一个家，让心扎根莲塘，享受鲜氧生活,罗湖区,城市东座,56757.0,210.0,1室1厅,37平米
161,畔山花园 3室2厅 390万,罗湖区,畔山花园,43840.0,390.0,3室2厅,88.96平米
162,名骏豪庭 2室1厅 395万,罗湖区,名骏豪庭,55619.0,395.0,2室1厅,71.02平米
163,笋岗刚需两房，高层居家户型，花园社区,罗湖区,田心庆云花园,48412.0,320.0,2室1厅,66.1平米
164,房子是红本在手，满五年的，费用比较少,罗湖区,金丽花园,52158.0,295.0,2室1厅,56.56平米
165,标准一房一厅，高楼层户型方正，朝东采光好,罗湖区,深城公寓,47158.0,180.0,1室1厅,38.17平米
166,端头朝南一房一厅 双阳台  满五唯一 红本在手 税少,罗湖区,祥福雅居,51936.0,220.0,1室1厅,42.36平米
167,虹桥星座大厦大开间，高楼层，大阳台，落地窗，满两年,罗湖区,虹桥星座大厦,50601.0,160.0,1室0厅,31.62平米
168,祥福雅居业主诚意卖2房，满五年，欠款50万，高楼层。,罗湖区,祥福雅居,54025.0,345.0,2室1厅,63.86平米
169,嘉宝田花园 3室1厅 600万,罗湖区,嘉宝田花园,63425.0,600.0,3室1厅,94.6平米
170,嘉宝田三期南北通透4+1房，送30平挑高阳台！,罗湖区,嘉宝田花园,75903.0,1150.0,4室1厅,151.51平米
171,嘉宝田一期西南向两房，看花园视野，居家安静！,罗湖区,嘉宝田花园,65656.0,450.0,2室2厅,68.54平米
172,田心庆云花园，花园社区，大两房，适合居家,罗湖区,田心庆云花园,51448.0,295.0,2室1厅,57.34平米
173,洪湖公园旁 闹市当中一块净土 户型方正电梯大三房,罗湖区,新时速嘉园,54157.0,488.0,3室2厅,90.11平米
174,虹桥星座大厦 满两年 单房 高楼层 视野好笋岗站,罗湖区,虹桥星座大厦,49020.0,155.0,1室0厅,31.62平米
175,中贸大厦小两房，出门公园，享受大自然绿色生活,罗湖区,中贸大厦,40984.0,200.0,2室1厅,48.8平米
176,嘉宝田二期南向大三房，高层无遮挡，看京基万象！,罗湖区,嘉宝田花园,62736.0,700.0,3室1厅,111.58平米
177,爵士大厦 1室0厅 280万,罗湖区,爵士大厦,37067.0,280.0,1室0厅,75.54平米
178,都市名园 4室2厅 720万,罗湖区,都市名园,60347.0,720.0,4室2厅,119.31平米
179,【自住精装】城市天地正规两房，拎包入住，高层采光好,罗湖区,城市天地广场,53430.0,310.0,2室1厅,58.02平米
180,海关南北通 大三房 自如装修 楼梯房 使用率高,罗湖区,海关宿舍,50981.0,460.0,3室2厅,90.23平米
181,城市天地广场 高层南向边户 看香港山景 满五年红本,罗湖区,城市天地广场,53342.0,273.0,1室1厅,51.18平米
182,华瑞大厦 3室2厅 470万,罗湖区,华瑞大厦,55800.0,470.0,3室2厅,84.23平米
183,拆迁物业大四房，红本在手，满五年，不唯一，近地铁口,罗湖区,滨苑小区,73367.0,630.0,4室2厅,85.87平米
184,供电南苑 三层复试 满五红本 业主诚心卖,罗湖区,供电南苑,69659.0,860.0,4室2厅,123.46平米
185,幸福里雅居 高层3+1房 红本过户快 诚意出售 欢迎来电,罗湖区,幸福里雅居,91286.0,1300.0,4室2厅,142.41平米
186,世界金融中心 2室1厅 270万,罗湖区,世界金融中心,57059.0,270.0,2室1厅,47.32平米
187,鹿丹村 海关宿舍 旧改好房 等您来电,罗湖区,鹿丹村海关住宅楼,69268.0,490.0,3室1厅,70.74平米
188,丽晶大厦 5室2厅 1250万,罗湖区,丽晶大厦,56551.0,1250.0,5室2厅,221.04平米
189,万象城一房，采光无遮挡，成本优质，业主诚心卖,罗湖区,城市天地广场,54413.0,230.0,1室1厅,42.27平米
190,蔡屋围待拆-迁 京基集团已签约百分之85拆-迁协议,罗湖区,滨苑小区,78386.0,800.0,3室2厅,102.06平米
191,都市名园万象城大三房2卫，精装修，高楼层，近地铁,罗湖区,都市名园,59538.0,638.0,3室1厅,107.16平米
192,城市天地南向精装一房，视野开阔满两年业主诚心卖！,罗湖区,城市天地广场,51557.0,260.0,1室1厅,50.43平米
193,城市天地广场单价低出租收益率高万象城双地铁,罗湖区,城市天地广场,52758.0,265.0,1室1厅,50.23平米
194,户型方正，看万象城，大阳台，西南向，高层,罗湖区,城市天地广场,60862.0,260.0,1室1厅,42.72平米
195,滨苑小区 南北通 中楼层三房 满两年 位置好 万象城,罗湖区,滨苑小区,71891.0,545.0,2室1厅,75.81平米
196,龙兴大厦 2室2厅 350万,罗湖区,龙兴大厦,43189.0,350.0,2室2厅,81.04平米
197,东翠花园 3室1厅 440万,罗湖区,东翠花园,51881.0,440.0,3室1厅,84.81平米
198,祥青苑 1室0厅 150万,罗湖区,祥青苑,62345.0,150.0,1室0厅,24.06平米
199,小户型 总价低  满两年免增值税 节省购房成本,罗湖区,银晖名居,52741.0,128.0,1室0厅,24.27平米
200,银晖名居 户型方正 免增值税 采光视野好 税费少,罗湖区,银晖名居,57118.0,195.0,1室0厅,34.14平米
201,星湖花园，装修好，视野开阔，无遮挡，适宜居家,罗湖区,星湖花园,50602.0,185.0,1室0厅,36.56平米
202,红岗大厦 红本在手 交通便利 配套完善 诚心出售,罗湖区,红岗大厦,36827.0,350.0,3室1厅,95.04平米
203,新阁小区电梯房小两房，业主诚心出售！,福田区,新阁小区,49022.0,248.0,2室1厅,50.59平米
204,华海公寓   总价低  适合前期作为过渡房,福田区,华海公寓,49752.0,130.0,1室0厅,26.13平米
205,星湖花园 精装修 地铁口物业 购物便便,罗湖区,星湖花园,47566.0,210.0,1室1厅,44.15平米
206,英达花园高楼层大三房可改四房 朝向好采光好,罗湖区,英达花园,39297.0,380.0,3室2厅,96.7平米
207,房子满五年，红本税费少，新装修，拎包住,罗湖区,长富花园,52692.0,600.0,3室1厅,113.87平米
208,罗湖棚改，总价低，签旧改，有比例可咨询，水贝地铁口,罗湖区,松泉公寓,51823.0,300.0,2室1厅,57.89平米
209,中华花园 4室2厅 531万,罗湖区,中华花园,45312.0,531.0,4室2厅,117.19平米
210,今日家园 4室1厅 490万,罗湖区,今日家园,79624.0,490.0,4室1厅,61.54平米
211,电梯三房 户型方正 总价较低 诚心出售,罗湖区,松泉山庄,46415.0,435.0,3室1厅,93.72平米
212,金稻田路1164号 1室1厅 170万,罗湖区,金稻田路1164号,42258.0,170.0,1室1厅,40.23平米
213,松泉阁 1室1厅 220万,罗湖区,松泉阁,49240.0,220.0,1室1厅,44.68平米
214,雍翠华府精装两房 茂业集团开发 看山看泳池,罗湖区,雍翠华府,53624.0,276.0,2室1厅,51.47平米
215,近地铁站，交通方便， 畔山物业，空气清新，采光好,罗湖区,比华利山庄,48117.0,350.0,2室2厅,72.74平米
216,太阳新城 3室2厅 530万,罗湖区,太阳新城,53568.0,530.0,3室2厅,98.94平米
217,光线好，视野广，正规两房，可以改三房,罗湖区,布心花园四区,60557.0,440.0,2室2厅,72.66平米
218,阳光明居 2室1厅 450万,罗湖区,阳光明居,60411.0,450.0,2室1厅,74.49平米
219,顶楼大复式  水贝珠宝商圈 地铁口物业,罗湖区,维富大厦,38631.0,766.0,6室1厅,198.29平米
220,地铁物业 水贝珠宝商圈  适合住家,罗湖区,维富大厦,33527.0,580.0,9室3厅,173平米
221,雍翠华府 3室1厅 390万,罗湖区,雍翠华府,51567.0,390.0,3室1厅,75.63平米
222,一手红本业主 精装居家两房  看泳池对中庭,罗湖区,雍翠华府,52262.0,320.0,2室1厅,61.23平米
223,一个比我还老的房子 追述到上个世纪,罗湖区,东晓花园,48468.0,430.0,3室2厅,88.72平米
224,满两年 位置好 中间楼层 采光通风好 精装修，朝南户型,罗湖区,君逸华府,66381.0,480.0,2室2厅,72.31平米
225,宝丰苑 翠园 9成新 方便看房 欢迎咨询,罗湖区,宝丰苑,51405.0,419.0,2室1厅,81.51平米
226,雍翠华府优质两房 满两年 高楼层 看东湖 舒适居家,罗湖区,雍翠华府,53622.0,365.0,2室2厅,68.07平米
227,百仕达物业 小区环境好 户型方正,罗湖区,君逸华府,63669.0,620.0,3室2厅,97.38平米
228,地铁3号线草铺站 正规大3房 居家小区安静。,罗湖区,绿景山庄,44073.0,445.0,3室2厅,100.97平米
229,中层 环境清幽 居住舒适 看全湖景 视野无遮挡,罗湖区,淘金山一期,79227.0,1180.0,3室1厅,148.94平米
230,看山景海景精装一房一厅，高楼层光线好带入户天然气,大鹏新区,承翰半山海,35223.0,128.0,1室1厅,36.34平米
231,金众云山栖 联排别墅大四房 诚心出售 看房方便！,大鹏新区,金众云山栖,54989.0,1050.0,4室4厅,190.95平米
232,KPR佳兆业广场 1室0厅 200万,大鹏新区,KPR佳兆业广场,34911.0,200.0,1室0厅,57.29平米
233,璞岸 全新精装2房 朝南 带大阳台 换房急售 价格实惠,大鹏新区,PURE33璞岸,33952.0,260.0,2室2厅,76.58平米
234,力高君御国际 3室2厅 310万,坪山区,力高君御国际,39836.0,310.0,3室2厅,77.82平米
235,豪方菁园 2室1厅 176万,坪山区,豪方菁园,45561.0,176.0,2室1厅,38.63平米
236,金地朗悦 4室2厅 410万,坪山区,金地朗悦,32198.0,410.0,4室2厅,127.34平米
237,深业东城国际 3室2厅 310万,坪山区,深业东城国际,37828.0,310.0,3室2厅,81.95平米
238,坪山招商花园城 高铁口 实验X校 户型方正 高楼层朝南,坪山区,坪山招商花园城南区,37025.0,330.0,3室2厅,89.13平米
239,户型方正，满2年，业主诚心出售，看房有钥匙，方便！,坪山区,京基御景印象四期,39892.0,310.0,3室2厅,77.71平米
240,绿景香颂 4室1厅 650万,龙华区,绿景香颂,73339.0,650.0,4室1厅,88.63平米
241,民乐地铁口 书香门第上河坊精修一房 满两年,龙华区,书香门第上河坊,77992.0,320.0,1室1厅,41.03平米
242,玖龙玺，精装修四房，高楼层视野好,龙华区,龙光玖龙玺北区,96456.0,860.0,4室1厅,89.16平米
243,上河坊朝南户型可改复式视野好看山景,龙华区,书香门第上河坊,73489.0,400.0,4室2厅,54.43平米
